CustomerID,StoreNumber,CustomerSegment,Responder,FirstName,LastName,Address,City,State,Zip,Lat,Lon,StoreId,Direction,DriveTime,DriveDistanceMiles,RowCount
2112,101," Corporate",No,CYNTHIA,NOEKSTRA,2184 S ZANG WAY,DENVER,CO,80228,39.6776666873059,-105.14182364434,101,E,12.78,6.78,
2124,101," Consumer",No,LISA,THOMPSON,1142 CLAYTON ST,DENVER,CO,80206,39.7343238359333,-104.954923123319,101,SW,33.18,10.81,
2130,101," Home Office",No,CYNTHIA,BJORK,8065 W EASTMAN PL,DENVER,CO,80227,39.6584271325916,-105.081774176707,101,E,5.18,2.21,
2138,101," Corporate",No,SUZANNE,NELSON,1301 S UTICA ST,DENVER,CO,80219,39.69314,-105.045088215547,101,S,8.32,3.03,
2157,101," Home Office",Yes,NATALIE,TELLEZ,1980 S SHERIDAN BLVD,DENVER,CO,80227,39.6809910400886,-105.053084044651,101,S,4.21,1.79,
2168,101," Small Business",No,MARGARITA,ASTORGA,5880 S LOWELL WAY,LITTLETON,CO,80123,39.6104346647205,-105.034054028485,101,N,14.13,5.27,
2185,101," Home Office",Yes,RE,SUMNER,4448 S XAVIER ST,DENVER,CO,80236,39.6382179403377,-105.050164546421,101,N,6.97,1.63,
2196,101," Small Business",No,CARRINE,NEUFELD,8613 W SWARTHMORE PL,LITTLETON,CO,80123,39.6355798420486,-105.093022906081,101,NE,10.09,4.04,
2203,101," Home Office",Yes,ANNA,DAVIS,3666 S DEPEW ST,DENVER,CO,80235,39.6499396555345,-105.05992688252,101,NE,7.76,1.09,
2225,101," Small Business",No,S,GAULT,10 MEADOW ROSE LN,LITTLETON,CO,80127,39.5675322693612,-105.157493212822,101,NE,19.13,13.01,
2230,101," Consumer",No,SHANNON,CALLIS,9147 RIMROCK CT,LITTLETON,CO,80126,39.5499306525728,-104.986572516324,101,NW,27.58,22.68,
2235,101," Consumer",No,LINDA,SMITH,2537 S OSCEOLA ST,DENVER,CO,80219,39.6715763265306,-105.037928159906,101,SW,8.29,1.95,
2240,101," Corporate",No,AMBER,VANBUSKIRK,9100 E FLORIDA AVE,DENVER,CO,80247,39.6891628864506,-104.882332969676,101,W,32.59,14.45,
2261,101," Corporate",No,NICHOLE,BELKNAP,4635 S KING ST,ENGLEWOOD,CO,80110,39.6337822024097,-105.033742736149,101,NW,9.66,2.66,
2277,101," Consumer",No,PATSY,LOVISONE,200 REED ST,DENVER,CO,80226,39.7203,-105.074291714286,101,S,18.68,6.89,
2280,101," Home Office",No,MARIA,WAGNER,5509 S IRIS ST,LITTLETON,CO,80123,39.617741699595,-105.107319613395,101,N,14.84,5.59,
2286,101," Corporate",No,MARY,MAES,2516 S ZENOBIA ST,DENVER,CO,80219,39.6740739265193,-105.050880877436,101,S,3.84,1.49,
2294,101," Corporate",No,DANA,KEEFE,7861 E CORNELL AVE,DENVER,CO,80231,39.6632571325916,-104.896966127357,101,W,26.34,10.02,
2295,101," Corporate",No,WENDY,LINDSAY,1460 S CHERRY ST,DENVER,CO,80222,39.69012375,-104.933791792239,101,W,25.28,11.3,
2298,101," Corporate",No,ELIZABETH,BERGERON,2749 S HAZEL CT,DENVER,CO,80236,39.6664175432947,-105.028138146604,101,SW,8.85,2.37,
2301,101," Corporate",No,ELIZABETH,PETERSON,2161 S ALTON WAY,DENVER,CO,80231,39.676741606294,-104.882468676213,101,W,30.45,13.29,
2330,101," Home Office",No,MICHAELA,ROMERO,11295 W CENTER AVE,DENVER,CO,80226,39.7050906646236,-105.125047676789,101,SE,16.86,8.22,
2351,101," Corporate",No,MARGARET,SCRUGGS,2529 S UTICA ST,DENVER,CO,80219,39.6727891695291,-105.045200418829,101,S,7.27,1.97,
2359,101," Home Office",No,PAM,LIVINGSTON,5677 PARK PLACE AVE,ENGLEWOOD,CO,80111,39.6153513869893,-104.888066240428,101,W,24.1,12.32,
2366,101," Corporate",No,CARMEN,GANDARILLA,1639 S KING ST,DENVER,CO,80219,39.6864839173463,-105.033597341619,101,SW,11.05,3.29,
2371,101," Small Business",No,DELIA,RODRIGUEZ,2808 W 3RD AVE,DENVER,CO,80219,39.7210424521583,-105.022860856277,101,S,17.51,5.51,
2376,101," Corporate",No,LATIFA,LAHSEN,4712 S LINCOLN ST,ENGLEWOOD,CO,80113,39.6311056359966,-104.986484404089,101,NW,14.21,5.73,
2391,101," Corporate",No,BECCA,BLAIS,3045 S WEBSTER ST,DENVER,CO,80227,39.6631787017196,-105.079315338932,101,E,5.87,1.73,
2403,101," Consumer",Yes,LINDSI,HARTMAN,5745 W ATLANTIC PL,DENVER,CO,80227,39.6809891333306,-105.058319968403,101,S,7.79,2.61,
2415,101," Consumer",No,JENNIFER,DOW,10110 WOODROSE CT,LITTLETON,CO,80129,39.5327393487043,-105.021183685902,101,N,26.74,21.38,
2441,101," Consumer",No,CHANDRA,RAVILOCHAN,6950 S POLO RIDGE DR,LITTLETON,CO,80128,39.5887527928461,-105.042617826099,101,N,20.86,7.13,
2456,101," Home Office",No,ROCHELLE,BARBER,9871 E WALSH PL,DENVER,CO,80247,39.7025443090955,-104.87357341358,101,W,36.54,20.63,
2463,101," Corporate",No,HILDA,CASTANEDA,3503 W VIRGINIA AVE,DENVER,CO,80219,39.7078234128593,-105.033022885508,101,S,15.03,4.45,
2464,101," Consumer",No,LINDA,BROWN,5482 S ELMWOOD ST,LITTLETON,CO,80120,39.6171966666667,-105.002771980145,101,NW,16.95,5.82,
2467,101," Corporate",No,ANNAMARIE,JUNIO-CONNOR,7941 S ESTES ST,LITTLETON,CO,80128,39.5725918198896,-105.096343548361,101,N,20.48,8.84,
2489,101," Consumer",No,LINDA,DOWELL,6516 W HOOVER PL,LITTLETON,CO,80123,39.5978104635276,-105.068642669358,101,N,18.93,7,
2495,101," Consumer",No,VENITA,MILAM,2210 S DEXTER ST,DENVER,CO,80222,39.6753427103935,-104.932868713471,101,W,21.83,8.94,
2505,101," Home Office",No,HAENG,EOM,2663 S MOORE DR,DENVER,CO,80227,39.6641555025443,-105.116539561676,101,E,10.06,4.74,
2506,101," Home Office",No,ADRIANA,MORALES,4467 S LOWELL BLVD,DENVER,CO,80236,39.6357346628442,-105.034916958317,101,NW,8.02,2.43,
2511,101," Home Office",No,SUSAN,VANHORNE,959 S RACE ST,DENVER,CO,80209,39.6991540008473,-104.964201862445,101,SW,25.62,11.14,
2512,101," Home Office",No,TAMRA,SANCHEZ,2373 W VASSAR AVE,ENGLEWOOD,CO,80110,39.6700619429589,-105.015381954398,101,SW,14.85,3.73,
2516,101," Home Office",No,MELICYA,CANDELARIA,2980 W VASSAR AVE,DENVER,CO,80219,39.670022976983,-105.024827120542,101,SW,7.22,2.43,
2525,101," Corporate",No,EUGINIA,CRAIG,6087 S JACKSON ST,LITTLETON,CO,80121,39.6056904714855,-104.943411652819,101,NW,22.81,9.78,
2533,101," Small Business",No,ANDREA,JORDAN,2630 S FEDERAL BLVD,DENVER,CO,80219,39.66937,-105.024891845784,101,SW,7.33,2.49,
2548,101," Small Business",Yes,SHARON,BRAMBLETT,2390 S IRVING ST,DENVER,CO,80219,39.6739434531815,-105.029641430651,101,SW,8.11,2.44,
2551,101," Small Business",No,MICHELLE,HAYNES,6000 W FLOYD AVE,DENVER,CO,80227,39.6554220829743,-105.063904193693,101,E,8.12,2.15,
2554,101," Home Office",No,CHRISTINE,MAES,962 S QUITMAN ST,DENVER,CO,80219,39.6992283171123,-105.041235444983,101,S,11.9,3.74,
2561,101," Consumer",No,JANE,LANCASTER,5797 S KING ST,LITTLETON,CO,80123,39.6116969037374,-105.034238450197,101,N,14.4,5.32,
2565,101," Home Office",Yes,JAMIE,JOHNSON,1156 ASH ST,DENVER,CO,80220,39.7344243478261,-104.938221677758,101,SW,33.98,14.3,
2585,101," Home Office",No,GEORGINE,WITTHUHN,2811 S JAY ST,DENVER,CO,80227,39.6645075520467,-105.064586241306,101,SE,6.64,1.16,
2603,101," Corporate",Yes,LOIS,SELWINDER,3650 S FEDERAL BLVD,ENGLEWOOD,CO,80110,39.6498108,-105.025021896195,101,W,5.97,2.23,
2612,101," Corporate",No,CAROL,MATHERS,121 SUMMIT BLVD,ENGLEWOOD,CO,80113,39.6252401849667,-104.968168040547,101,NW,17.31,7.27,
2626,101," Consumer",Yes,JAUNCEY,CANTERBURY,2694 S RALEIGH ST,DENVER,CO,80219,39.6679365727561,-105.041536905126,101,SW,4.31,1.49,
2643,101," Consumer",No,R,TODD,2059 CRYSTAL PEAK,LITTLETON,CO,80129,39.5270457654174,-105.01286614028,101,N,27.16,22.38,
2658,101," Corporate",No,KIM,VANDANERBERG,2723 S OTIS ST,DENVER,CO,80227,39.6665598778079,-105.070687902515,101,SE,8.11,2.11,
2666,101," Home Office",No,MARILYN,MINHAS,2867 S QUAY WAY,DENVER,CO,80227,39.6639978803522,-105.073062694913,101,SE,6.31,1.65,
2675,101," Small Business",No,WENDY,ROBERTS,602 S OSCEOLA ST,DENVER,CO,80219,39.7055946644395,-105.037952173545,101,S,13.2,4.05,
2689,101," Home Office",No,JENNIFER,WALKER,1409 COLUMBINE ST,DENVER,CO,80206,39.7385330898286,-104.957613338084,101,SW,31.13,10.88,
2697,101," Corporate",No,KATHRYN,DEVLIN,1455 CHERRY ST,DENVER,CO,80220,39.7392697293168,-104.934018334779,101,SW,36.44,14.81,
2702,101," Small Business",No,ALTHEA,MCMILLON,2601 W FLOYD AVE,ENGLEWOOD,CO,80110,39.6570071325916,-105.0181,101,W,11,3.12,
2718,101," Consumer",No,DENISE,LACHANCE,4648 KETCHWOOD CIR,LITTLETON,CO,80130,39.5258457033894,-104.935403981076,101,NW,33.1,26.14,
2724,101," Home Office",No,LINDA,BRANISH,975 E OXFORD LN,ENGLEWOOD,CO,80113,39.6423124645248,-104.977391670882,101,W,13.01,5.37,
2727,101," Consumer",No,AMANDA,KELLY-DORRIS,4320 TELLER ST,WHEAT RIDGE,CO,80033,39.7751696056409,-105.076621572241,101,S,24.59,10.65,
2730,101," Consumer",No,KRISTIN,ORCUTT,7866 S UNIVERSITY WAY,LITTLETON,CO,80122,39.5737403202331,-104.959575050164,101,NW,26.3,11.43,
2758,101," Corporate",Yes,MADONNA,STCROIX,4783 W TUFTS CIR,DENVER,CO,80236,39.6342683306615,-105.048566045776,101,N,7.95,1.77,
2760,101," Corporate",No,JESSICA,BROWN,10412 HYACINTH ST,LITTLETON,CO,80129,39.5270632468234,-105.019052211441,101,N,27.07,21.73,
2775,101," Consumer",No,MELANIE,MOORE,6435 E TUFTS AVE,ENGLEWOOD,CO,80111,39.6365071325916,-104.914411929075,101,W,23.09,8.96,
2779,101," Corporate",No,AUDRA,BARTELS,10360 E JEWELL AVE,DENVER,CO,80247,39.6818728674084,-104.868,101,W,31.88,14.1,
2785,101," Corporate",No,L,ABEYTA,4344 W ROANOKE PL,DENVER,CO,80236,39.6349624992023,-105.043809909623,101,N,7.63,2.16,
2787,101," Consumer",No,DIPALI,HUNJAN,9220 LARK SPARROW TRL,LITTLETON,CO,80126,39.5489671288813,-104.939155996344,101,NW,29,24.64,
2791,101," Corporate",No,ANDREA,BRAMBLE,959 S MILLER ST,DENVER,CO,80226,39.6989753496333,-105.114427773389,101,SE,12.53,6.69,
2797,101," Consumer",No,REGINA,RICHARDSON,7041 S BRYANT ST,LITTLETON,CO,80120,39.5885881177236,-105.023549364917,101,N,19.97,8.55,
2808,101," Small Business",No,JEAN,FIRMIN,6653 W IDA PL,LITTLETON,CO,80123,39.6103999589311,-105.069937398256,101,N,15.59,6.39,
2842,101," Corporate",Yes,KRISTEN,SULLIVAN,9349 SORI LN,LITTLETON,CO,80126,39.547200123251,-104.953097773249,101,NW,30.14,24.42,
2846,101," Corporate",No,JESSICA,SMEDES,10124 W POWERS AVE,LITTLETON,CO,80127,39.6151751395463,-105.111289744318,101,NE,23.58,16.96,
2855,101," Corporate",No,SANDRA,KINGSLEY,2460 W 29TH AVE,DENVER,CO,80211,39.7582828674084,-105.01718075,101,S,22.12,9.94,
2864,101," Corporate",No,JAYMEE,JOHNSON,2652 S FIELD ST,DENVER,CO,80227,39.6685802247191,-105.09756184782,101,E,10.92,3.9,
2870,101," Corporate",No,DONNA,KISSLER,8760 S GARLAND CT,LITTLETON,CO,80128,39.5566866157054,-105.101961812989,101,N,19.17,14.53,
2871,101," Corporate",No,MEGAN,BALFE,3223 WHITE OAK ST,LITTLETON,CO,80129,39.5335967501818,-105.027853064835,101,N,26.25,21.23,
2884,101," Consumer",No,LESLIE,SANTANIELLO,12499 W CRESTLINE DR,LITTLETON,CO,80127,39.6181621882176,-105.139484740319,101,NE,15.46,7.67,
2919,101," Home Office",No,NICOLE,WELLS,4045 S ELATI ST,ENGLEWOOD,CO,80110,39.6431743640034,-104.993777055551,101,W,12.78,4.83,
2922,101," Consumer",No,SUZANNE,PUGH,2200 E EASTMAN AVE,ENGLEWOOD,CO,80113,39.6573207139385,-104.962020496354,101,W,15.88,6.2,
2931,101," Small Business",No,JENNA,HORAN,5219 S DELAWARE ST,ENGLEWOOD,CO,80110,39.621597957504,-104.994111528359,101,NW,15.36,6.43,
2941,101," Small Business",No,WALTRAUD,KAMINKY,7750 S FENTON ST,LITTLETON,CO,80128,39.5773153145454,-105.060158663098,101,N,22.13,8.23,
2944,101," Corporate",No,JACQUELINE,RAPP,6885 E BRIARWOOD DR,ENGLEWOOD,CO,80112,39.593520615405,-104.908960268148,101,NW,27.52,13.93,
2957,101," Corporate",No,REGINA,AYERS,5674 S HURON ST,LITTLETON,CO,80120,39.6137208163265,-104.997121989084,101,NW,18.6,6.27,
2960,101," Corporate",No,THERESA,VALLEJOS,2731 W AMHERST AVE,DENVER,CO,80236,39.6654771325916,-105.021078080808,101,W,10.08,2.16,
2973,101," Home Office",No,LISBETH,GARRATT,1538 S VINE ST,DENVER,CO,80210,39.6886118839509,-104.962645323182,101,SW,23.24,10.16,
2981,101," Corporate",No,MARIE,MOCK,121 SEQUOIA ST,GOLDEN,CO,80401,39.7216413209253,-105.200272703412,101,SE,18.53,14.28,
2985,101," Corporate",No,JANICE,COVEN,6507 S AMMONS CT,LITTLETON,CO,80123,39.5988243894404,-105.088751304265,101,NE,13.81,5.82,
3003,101," Home Office",No,KELLY,TROTTER,1745 S SHERMAN ST,DENVER,CO,80210,39.6849558528416,-104.985317162378,101,SW,17.47,6.28,
3013,101," Corporate",No,REGINA,SOLANO,1970 S WOLFF ST,DENVER,CO,80219,39.6811625475636,-105.047843484955,101,S,7.75,2.19,
3035,101," Home Office",No,CONNIE,PATTERSON,320 S AMES ST,DENVER,CO,80226,39.7109654181052,-105.054261738412,101,S,13.48,4.29,
3039,101," Corporate",No,ADRIENNE,NARROWE,6772 E CEDAR AVE,DENVER,CO,80224,39.7141875759805,-104.909943376564,101,SW,34.63,13.74,
3053,101," Corporate",No,LEYDAL,SIERRO,3395 W KENTUCKY AVE,DENVER,CO,80219,39.7004671325916,-105.032321836735,101,S,14.18,4.56,
3068,101," Consumer",No,BRITTANY,JOHNSON,5995 W HAMPDEN AVE,DENVER,CO,80227,39.6536099908032,-105.065777494376,101,E,6.14,1.81,
3076,101," Small Business",No,THERESA,GARCIA,5435 BRYANT ST,DENVER,CO,80221,39.7954277455664,-105.019545406279,101,S,29.77,25.06,
3078,101," Small Business",Yes,JONELLE,ROBERTS,3350 S BRYANT ST,ENGLEWOOD,CO,80110,39.6559485860143,-105.017942332508,101,W,11.64,3.18,
3087,101," Consumer",No,MONICA,PALERMO,2756 S KING ST,DENVER,CO,80236,39.6662023337398,-105.032697569535,101,SW,7.9,2.1,
3096,101," Consumer",No,HOPE,MARES,3295 W ALASKA PL,DENVER,CO,80219,39.708676849594,-105.029744714556,101,S,14.39,4.64,
3114,101," Corporate",No,KATHRYN,ANDERSEN,11943 W STANFORD DR,MORRISON,CO,80465,39.6347045693936,-105.134734784631,101,E,10.21,5.74,
3116,101," Home Office",No,LAURA,SAMENUS,6275 W JEFFERSON AVE,DENVER,CO,80235,39.6507771325916,-105.066118836649,101,NE,5.05,1.21,
3129,101," Corporate",Yes,LYNDA,WHIPPLE,10628 W CORNELL PL,DENVER,CO,80227,39.6624205060662,-105.119039226961,101,E,10.24,4.86,
3134,101," Corporate",Yes,NICOLE,TENNANT,3328 S AMMONS ST,DENVER,CO,80227,39.6550560637685,-105.086514304227,101,E,6.06,2.25,
3138,101," Corporate",No,JACLYN,HARRELL,5273 E MINERAL LN,LITTLETON,CO,80122,39.5736522955289,-104.925791323666,101,NW,30.83,16.51,
3142,101," Consumer",No,DANELLE,MCCRIGHT,2101 W CALEY AVE,LITTLETON,CO,80120,39.602512181876,-105.012786218724,101,NW,17.48,7.59,
3157,101," Consumer",No,JOLENA,VIRGO,12237 W NEW MEXICO PL,DENVER,CO,80228,39.684512839882,-105.133926085555,101,SE,12.74,6.23,
3163,101," Corporate",No,LISA,PADILLA,475 ZENOBIA ST,DENVER,CO,80204,39.7235697414613,-105.05228437184,101,S,14.87,4.8,
3187,101," Small Business",No,SUSAN,KIM,1934 S PERRY WAY,DENVER,CO,80219,39.6817796904212,-105.040102378884,101,S,8.02,2.51,
3213,101," Home Office",No,KIMBERLY,SANCHEZ,3100 S LOWELL BLVD,DENVER,CO,80236,39.6618880411628,-105.034931883248,101,W,4.49,1.05,
3214,101," Home Office",Yes,WORDNA,PAXSON,2765 S WINONA CT,DENVER,CO,80236,39.6662018623647,-105.047035676345,101,SW,4.84,1.29,
3215,101," Home Office",No,STACEY,BURGESS,430 GARLAND ST,DENVER,CO,80226,39.7220544512533,-105.101673512042,101,SE,18.08,9.07,
3231,101," Small Business",No,SHANNA,DURAN,1993 S WOLCOTT CT,DENVER,CO,80219,39.6808204806676,-105.049177472973,101,S,7.87,2.17,
3233,101," Consumer",No,JOHNNIE,ALEXANDER,5829 S DATURA ST,LITTLETON,CO,80120,39.610878836167,-105.004538299276,101,NW,16.53,6.08,
3249,101," Corporate",No,MARY,PRATS,10351 W GIRTON DR,DENVER,CO,80227,39.6552007201992,-105.113416873951,101,E,6.19,3.55,
3268,101," Corporate",No,SUSAN,FOSTER,4120 S ZEPHYR CT,DENVER,CO,80235,39.6417500047458,-105.084391033953,101,NE,7.79,2.69,
3275,101," Home Office",Yes,ALICIA,VIGIL,2877 S JAY ST,DENVER,CO,80227,39.6625473182345,-105.066077165459,101,SE,5.82,1.08,
3287,101," Small Business",No,JUDY,SMITH,1657 S KING ST,DENVER,CO,80219,39.6860871683185,-105.03360167665,101,SW,11.32,3.32,
3292,101," Corporate",No,MALISSA,WILLIAMS,3332 ELIOT ST,DENVER,CO,80211,39.7636085714286,-105.023441602202,101,S,25.9,10.74,
3302,101," Home Office",No,JEAN,CLARKE,6253 W GOULD DR,LITTLETON,CO,80123,39.6129024854798,-105.06612990731,101,N,14.8,5.87,
3316,101," Small Business",No,AMANDA,WALLACE,6676 S APACHE DR,LITTLETON,CO,80120,39.5945178515772,-104.99212834573,101,NW,22.26,8.39,
3324,101," Consumer",No,MARTHA,CUELLAR,1935 S VALLEJO ST,DENVER,CO,80223,39.6817016785839,-105.013544713826,101,SW,13.41,3.94,
3330,101," Corporate",No,BLASA,RUIZ,126 S SHERIDAN BLVD,DENVER,CO,80226,39.714536117637,-105.053074385442,101,S,10.95,4.14,
3339,101," Consumer",No,EMILY,MCGRATH,32 S NEWLAND CT,DENVER,CO,80226,39.7160913747657,-105.070841725165,101,S,15.3,5.33,
3343,101," Home Office",No,DEBRA,JONES,4600 S DASA DR,ENGLEWOOD,CO,80111,39.6336707798243,-104.921004177487,101,W,23.79,9.22,
3344,101," Home Office",No,ANNIE,BOUKHALTA,5829 S PEARL ST,LITTLETON,CO,80121,39.6118694499233,-104.980285301547,101,NW,18.69,7.34,
3345,101," Home Office",No,BONNI,LAND,645 S ALTON WAY,DENVER,CO,80247,39.7032559232336,-104.882073045041,101,W,38.27,19.7,
3347,101," Consumer",No,LEAH,THOMPSON,220 WRIGHT ST,DENVER,CO,80228,39.7189264136243,-105.140478372193,101,SE,19.63,9.8,
3360,101," Home Office",Yes,KAREN,KNEZEVICH,2625 S HARLAN CT,DENVER,CO,80227,39.6684993511292,-105.061904773645,101,SE,4.9,1.37,
3361,101," Home Office",No,KRISTA,DURAN,11457 W FORD PL,DENVER,CO,80226,39.6987876736192,-105.126215191057,101,SE,14.08,7.31,
3367,101," Home Office",No,JENNIFER,MORDATTO,5250 CHERRY CREEK SOUTH DR,DENVER,CO,80246,39.6996297627154,-104.926939874285,101,SW,27.67,12.13,
3390,101," Corporate",No,CHRYSTAL,SCHMITTEN,10317 SPARROW HAWK WAY,LITTLETON,CO,80129,39.5288360075858,-105.000660186399,101,N,29.12,22.57,
3394,101," Consumer",No,JENNY,THOMAS,6720 W 47TH AVE,WHEAT RIDGE,CO,80033,39.7819249131487,-105.07111232852,101,S,26.37,22.79,
19,102," Small Business",No,JENNIFER,CAMPBELL,22873 E CLIFTON PL,AURORA,CO,80016,39.5682573035422,-104.722953273192,102,N,5.23,1.49,
27,102," Corporate",No,JOY,JOHNSON,11651 BENT OAKS ST,PARKER,CO,80138,39.5048500695856,-104.716695758249,102,N,21.7,8.77,
28,102," Corporate",No,JULIE,MACK,14303 E NAPA PL,AURORA,CO,80014,39.6426412864348,-104.820372376367,102,SE,20.58,8.3,
77,102," Small Business",No,MICHELLE,ARMIJO,23982 E CHENANGO PL,AURORA,CO,80016,39.6273722006981,-104.708178672937,102,S,11.28,6.27,
120,102," Corporate",No,MONTANA,LOUNDAGIN,46093 BLACK SPRUCE LN,PARKER,CO,80138,39.5392508711737,-104.653120405343,102,NW,16.26,7.66,
127,102," Consumer",No,IRENE,CAMPBELL,22302 E PLYMOUTH CIR,AURORA,CO,80016,39.5907031736,-104.728302147365,102,S,3.79,0.96,
184,102," Small Business",No,BETH,BAKER,11103 COTTONTAIL LN,PARKER,CO,80138,39.5239399094571,-104.732608272211,102,N,16.62,8.46,
212,102," Consumer",No,NANCY,MARTS,16739 E AUBURN HILLS DR,PARKER,CO,80134,39.5149069673855,-104.795305693494,102,NE,13.21,7.87,
220,102," Home Office",No,RITA,GARRETT,9818 HEDGEWAY CT,PARKER,CO,80134,39.5382999872022,-104.803380443214,102,NE,11.86,7.44,
226,102," Small Business",No,MARTHA,REIFFENBERGER,7665 E EASTMAN AVE,DENVER,CO,80231,39.658257129708,-104.898727674215,102,SE,21.71,17.69,
247,102," Corporate",No,EILEEN,THURNAUER,7759 OAKVIEW PL,CASTLE ROCK,CO,80108,39.4750093886353,-104.900885205361,102,NE,25.45,17.95,
268,102," Home Office",No,DELICIA,BRAME,18725 E LINVALE PL,AURORA,CO,80013,39.6665329772712,-104.768386264736,102,S,19.43,9.91,
275,102," Corporate",No,JANET,MORGAN,17019 LAMAR DR,PARKER,CO,80134,39.5269901769673,-104.79023553432,102,NE,13.69,7.37,
314,102," Corporate",Yes,TONYA,FIX,22560 E ROWLAND DR,AURORA,CO,80016,39.5880589475395,-104.725630496629,102,S,3.15,0.9,
387,102," Corporate",No,JODI,BRICE,26711 E ARBOR DR,AURORA,CO,80016,39.6034293604806,-104.673412015541,102,SW,12.28,4.09,
399,102," Corporate",No,GALE,SPEER,18407 E CRESTRIDGE DR,AURORA,CO,80015,39.6171988953677,-104.774562137859,102,SE,13.05,5.04,
405,102," Small Business",No,BARBARA,CARNAHAN,18318 E LAKE AVE,AURORA,CO,80016,39.6072480471535,-104.774819691134,102,SE,12.58,4.95,
440,102," Corporate",No,KARIN,WAGNER,7580 S QUEMOY ST,AURORA,CO,80016,39.5788582291755,-104.73351998649,102,E,4.5,0.99,
452,102," Home Office",No,SAMIAH,AHMAD,7271 S QUINTERO ST,AURORA,CO,80016,39.5846363305538,-104.786945708968,102,E,13.6,6.93,
454,102," Home Office",No,RUTH,JOHNSON,433 S VAUGHN WAY,AURORA,CO,80012,39.7067870864415,-104.836145435138,102,SE,28.44,23.24,
465,102," Small Business",No,STACEY,VANHERPEN,983 BRAMBLEWOOD DR,CASTLE ROCK,CO,80108,39.4851208191007,-104.904270696089,102,NE,24.42,18.12,
467,102," Small Business",No,ANNIKA,MANE,9315 RIVIERA HILLS DR,ENGLEWOOD,CO,80111,39.6222980702367,-104.879672726745,102,E,20.91,15.74,
486,102," Corporate",No,MARIA,DADOLE,18794 E LINVALE PL,AURORA,CO,80013,39.66656151776,-104.770365285158,102,S,18.87,9.58,
507,102," Corporate",No,CARLA,STEELE,18314 E CRESTLINE CIR,AURORA,CO,80015,39.6178124376022,-104.776138507721,102,SE,14.11,5.15,
514,102," Consumer",No,SHARON,LECAVELIER,41550 FRONTIER RD,PARKER,CO,80138,39.4718021129156,-104.630871382346,102,NW,28.79,15.04,
581,102," Corporate",No,HANNAH,TRUPPO,14989 E ABERDEEN AVE,AURORA,CO,80016,39.6092187712835,-104.814758904787,102,E,14.62,8.66,
707,102," Consumer",No,TAMARA,YOUNG,20963 E ITHACA PL,AURORA,CO,80013,39.6515347261419,-104.743245777947,102,S,13.71,7.27,
733,102," Consumer",No,JERMOE,MUELLER,22890 E MINERAL PL,AURORA,CO,80016,39.5696802856197,-104.723115777408,102,N,5.7,1.46,
750,102," Corporate",Yes,SVIATLANA,SKURATOVICH,7503 S QUEMOY ST,AURORA,CO,80016,39.578209245572,-104.733887587602,102,E,2.68,0.8,
826,102," Small Business",Yes,LYNN,RODEN,22038 E IRISH DR,AURORA,CO,80016,39.5790912542862,-104.731742373227,102,E,3.37,0.83,
866,102," Corporate",No,THERESA,YUHAS,11495 CANTERBERRY LN,PARKER,CO,80138,39.5077263844344,-104.721252671503,102,N,22.81,10.97,
875,102," Small Business",No,SAMANTHA,WALDOCK,480 ALEX CT,CASTLE ROCK,CO,80108,39.4689557564437,-104.878333529693,102,NE,20.73,16.01,
888,102," Consumer",No,KAREN,MUTH,6108 S KILLARNEY DR,AURORA,CO,80016,39.6045192152092,-104.747188100806,102,SE,8.18,3.16,
942,102," Home Office",No,LAUREN,HUSTON,17443 NATURE WALK TRL,PARKER,CO,80134,39.5507347963422,-104.787154672232,102,NE,9.57,5.61,
957,102," Consumer",No,CATHY,GARCIA,11268 LATIGO LN,PARKER,CO,80138,39.5126709868614,-104.758146679552,102,N,16.65,7.61,
960,102," Home Office",No,MICHAELA,TAYLOR,4851 S GENOA ST,AURORA,CO,80015,39.6280322320429,-104.757556931581,102,SE,13.16,5.11,
1082,102," Corporate",No,MARY,LABATE,16053 E NICHOLS PL,ENGLEWOOD,CO,80112,39.5708195767292,-104.802559344538,102,E,11.46,6.86,
1118,102," Home Office",Yes,DIANE,SCHWEIGERDT,4423 S BAHAMA WAY,AURORA,CO,80015,39.6353837040665,-104.769132933309,102,SE,15.06,8.06,
1126,102," Consumer",No,HING,NACH,19445 E POWERS PL,AURORA,CO,80015,39.6130548908104,-104.761723105898,102,SE,13.01,4.72,
1253,102," Home Office",No,REGINA,HAMMOND,11750 E ASBURY AVE,AURORA,CO,80014,39.6800390232579,-104.851209424669,102,SE,28.68,21.48,
1259,102," Home Office",No,WENDY,CRENSHAW,1180 S WACO ST,AURORA,CO,80017,39.6946688957731,-104.776720322063,102,S,19.19,11.79,
1296,102," Small Business",Yes,JENNIFER,HENDERSON,7333 S KELLERMAN WAY,AURORA,CO,80016,39.5834321346081,-104.690648931848,102,W,8.65,2.98,
1338,102," Home Office",No,RETHA,HICKMAN,1434 S ARGONNE CIR,AURORA,CO,80017,39.6896791205289,-104.771131793387,102,S,19.4,11.79,
1361,102," Consumer",No,CYNTHIA,ROBINSON,7355 S TEMPE CT,AURORA,CO,80016,39.5834015987532,-104.726527523549,102,SE,4.61,1.13,
1383,102," Consumer",No,SUK,TROTTER,7438 S CATAWBA WAY,AURORA,CO,80016,39.5845013882448,-104.71021570504,102,W,5.41,1.96,
